Power Backup,Lift,24 X 7 Security,Children's play area,Gymnasium,Landscaped Gardens,Car Parking,Club House,Status,Bathrooms,Floor,New/Resale,Additional Rooms,Balconies,Price Negotiable,posted_date,BHK,Area,Rate,Price,Carpet_area,City
Available,Available,Available,Available,Available,Available,Available,Available,Under Construction,2,5th of 14,NaN,NaN,NaN,NaN,September 2020,2,1250,2839,3548750,1250,Surat
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,2,12th of 13,NaN,NaN,NaN,NaN,November 2020,2,1250,4240,5300000,1250,Surat
Available,Available,Available,Available,Available,Available,Available,Available,Under Construction,2,5th of 14,NaN,NaN,NaN,NaN,September 2020,2,1220,2800,3416000,1220,Surat
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,2,2nd of 15,NaN,NaN,NaN,NaN,October 2020,2,1251,3318,4150818,1251,Surat
Available,Not Available,Available,Available,Available,Available,Available,Available,Under Construction,3,6th of 14,NaN,NaN,NaN,NaN,September 2020,3,1660,2900,4814000,1660,Surat
Available,Available,Available,Available,Available,Available,Available,Available,Under Construction,3,7th of 14,NaN,NaN,NaN,NaN,September 2020,3,1620,2854,4623480,1620,Surat
Available,Available,Available,Available,Not Available,Available,Available,Not Available,Ready to move,2,1st of 5,NaN,NaN,NaN,NaN,September 2020,2,1200,3250,3900000,1200,Surat
Available,Available,Available,Available,Available,Available,Available,Available,Under Construction,3,8th of 14,NaN,NaN,NaN,NaN,October 2020,3,1816,4390,7972240,1816,Surat
Available,Not Available,Available,Available,Not Available,Available,Available,Not Available,Ready to move,2,3rd of 5,NaN,NaN,NaN,NaN,October 2020,2,1170,3247,3798990,1170,Surat
Available,Not Available,Available,Available,Available,Available,Available,Available,Under Construction,2,5th of 14,NaN,NaN,NaN,NaN,September 2020,2,1275,2850,3633750,1275,Surat
Available,Available,Available,Available,Available,Available,Available,Available,Under Construction,3,7th of 14,NaN,NaN,NaN,NaN,September 2020,3,1625,2849,4629625,1625,Surat
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,4,7th of 12,NaN,NaN,NaN,NaN,October 2020,4,3175,5118,16249650,3175,Surat
Available,Available,Available,Available,Available,Available,Available,Available,Under Construction,2,5th of 14,NaN,NaN,NaN,NaN,September 2020,2,1215,2850,3462750,1215,Surat
Available,Available,Available,Available,Available,Available,Available,Available,Under Construction,3,7th of 14,NaN,NaN,NaN,NaN,September 2020,3,1660,2852,4734320,1660,Surat
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,3,7th of 12,NaN,NaN,NaN,NaN,October 2020,3,1673,3483,5827059,1673,Surat
