Power Backup,Lift,24 X 7 Security,Children's play area,Gymnasium,Landscaped Gardens,Car Parking,Club House,Status,Bathrooms,Floor,New/Resale,Additional Rooms,Balconies,Price Negotiable,posted_date,BHK,Area,Rate,Price,Carpet_area,City
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,1,NaN,Resale,NaN,NaN,NaN,November 2020,1,620,7258,4499960,620,Mumbai
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ready to move,1,NaN,Resale,NaN,NaN,NaN,November 2020,1,400,17000,6800000,400,Mumbai
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ready to move,1,NaN,Resale,NaN,NaN,NaN,November 2020,1,590,5762,3399580,590,Mumbai
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ready to move,2,NaN,Resale,NaN,NaN,NaN,December 2020,2,1050,26190,27499500,1050,Mumbai
Available,Available,Available,Available,Available,Available,Available,Available,Under Construction,NaN,NaN,New,NaN,NaN,No,December 2020,2,692,7369,5099348,692,Mumbai
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Under Construction,NaN,NaN,New,NaN,NaN,No,December 2020,1,329,6969,2292801,329,Mumbai
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,3,NaN,Resale,NaN,NaN,NaN,November 2020,3,1435,6898,9898630,1435,Mumbai
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Under Construction,NaN,NaN,New,NaN,NaN,No,December 2020,1,338,7121,2406898,338,Mumbai
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Under Construction,NaN,NaN,New,NaN,NaN,No,December 2020,2,432,7314,3159648,432,Mumbai
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ready to move,2,NaN,Resale,NaN,NaN,NaN,November 2020,2,1080,4628,4998240,1080,Mumbai
Available,Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Ready to move,2,NaN,Resale,NaN,NaN,NaN,November 2020,2,640,14062,8999680,640,Mumbai
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Under Construction,NaN,NaN,New,NaN,NaN,No,December 2020,2,429,7517,3224793,429,Mumbai
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Under Construction,NaN,NaN,New,NaN,NaN,No,December 2020,2,429,7226,3099954,429,Mumbai
Available,Available,Available,Available,Available,Available,Available,Available,Under Construction,NaN,NaN,New,NaN,NaN,No,December 2020,2,586,7337,4299482,586,Mumbai
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Under Construction,NaN,NaN,New,NaN,NaN,No,December 2020,3,621,7935,4927635,621,Mumbai
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ready to move,1,NaN,Resale,NaN,NaN,NaN,December 2020,1,490,6530,3199700,490,Mumbai
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,1,NaN,Resale,NaN,NaN,NaN,November 2020,1,620,11612,7199440,620,Mumbai
Not Available,Not Available,Available,Available,Available,Available,Not Available,Not Available,Under Construction,2,NaN,New,NaN,NaN,NaN,December 2020,2,860,5002,4301720,860,Mumbai
Not Available,Not Available,Available,Available,Available,Available,Not Available,Not Available,Under Construction,1,NaN,New,NaN,NaN,NaN,December 2020,1,620,5042,3126040,620,Mumbai
Not Available,Not Available,Available,Available,Available,Available,Not Available,Not Available,Under Construction,1,NaN,New,NaN,NaN,NaN,December 2020,1,585,5048,2953080,585,Mumbai
Not Available,Not Available,Available,Available,Available,Available,Not Available,Not Available,Under Construction,2,NaN,New,NaN,NaN,NaN,December 2020,2,730,5021,3665330,730,Mumbai
Not Available,Not Available,Available,Available,Available,Available,Not Available,Not Available,Under Construction,1,NaN,New,NaN,NaN,NaN,December 2020,1,675,5032,3396600,675,Mumbai
Not Available,Not Available,Available,Available,Available,Available,Not Available,Not Available,Under Construction,NaN,NaN,New,NaN,NaN,No,December 2020,1,555,5054,2804970,555,Mumbai
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ready to move,2,NaN,Resale,NaN,NaN,NaN,November 2020,2,900,25555,22999500,900,Mumbai
Available,Available,Available,Available,Available,Available,Not Available,Available,Ready to move,1,NaN,Resale,NaN,NaN,NaN,November 2020,1,405,5679,2299995,405,Mumbai
Not Available,Not Available,Available,Available,Available,Available,Not Available,Not Available,Under Construction,NaN,NaN,New,NaN,NaN,No,December 2020,1,430,5063,2177090,430,Mumbai
Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ready to move,3,NaN,Resale,NaN,NaN,NaN,November 2020,3,1635,29357,47998695,1635,Mumbai
Not Available,Not Available,Available,Available,Available,Available,Not Available,Not Available,Under Construction,NaN,NaN,New,NaN,NaN,No,December 2020,1,380,5080,1930400,380,Mumbai
Available,Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Ready to move,1,NaN,Resale,NaN,NaN,NaN,October 2020,1,625,12160,7600000,625,Mumbai
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Under Construction,NaN,NaN,New,NaN,NaN,No,December 2020,1,395,15131,5976745,395,Mumbai
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Under Construction,NaN,NaN,New,NaN,NaN,No,December 2020,2,543,16233,8814519,543,Mumbai
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Under Construction,NaN,NaN,New,NaN,NaN,No,December 2020,1,395,15131,5976745,395,Mumbai
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Under Construction,NaN,NaN,New,NaN,NaN,No,December 2020,2,543,16233,8814519,543,Mumbai
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Under Construction,NaN,NaN,New,NaN,NaN,No,December 2020,1,395,15131,5976745,395,Mumbai
